id,artista,numero,musica,genero
3739,Sá e Guarabyra,01243,ATRÁS POEIRA,Sertanejo (dupla presumida)
3740,Sá e Guarabyra,06836,ROQUE SANTEIRO,Sertanejo (dupla presumida)
3741,Sá e Guarabyra,03260,SOBRADINHO,Sertanejo (dupla presumida)
3742,"Sá, Rodrix e Guarabyra",15334,JESUS NUMA MOTO,Sertanejo (dupla presumida)
3743,Saia Rodada,30864,EU ACHO QUE NÃO,Desconhecido
3744,Saia Rodada,30865,PROVA  QUE ME AMA (GALANTEADOR),Desconhecido
3745,Saia Rodada,30927,FILHO DO MATO,Desconhecido
3746,Saia Rodada,30732,BEBE VEM ME PROCURAR,Desconhecido
3747,Sambô,33024,I FEEL GOOD,Desconhecido
3748,Sampa Crew,01995,ETERNO AMOR,Desconhecido
3749,Sampa Crew,04241,ME DÊ UMA CHANCE,Desconhecido
3750,Sampa Crew,33257,NINGUÉM,Desconhecido
3751,Sampa Crew,03475,MESMO ASSIM,Desconhecido
3752,Sampa Crew,30866,SE ME LEMBRO FAZ DOER,Desconhecido
3753,Sandra de Sá,03308,"BYE, BYE TRISTEZA",Desconhecido
3754,Sandra de Sá,06334,JOGA FORA NO LIXO,Desconhecido
3755,Sandra de Sá,07203,OLHOS COLORIDOS,Desconhecido
3756,Sandra de Sá,04211,RETRATOS E CANÇÕES,Desconhecido
3757,Sandra de Sá,06031,SOLIDÃO,Desconhecido
3758,Sandro e Gustavo,04381,A GARAGEM DA VIZINHA,Sertanejo (dupla presumida)
3759,Sandy,30761,PÉS CANSADOS,Desconhecido
3760,Sandy & Andrea Bocelli,04019,VIVO POR ELLA,Sertanejo (dupla presumida)
3761,Sandy & Junior,06554,SUPER HERÓI,MPB/Romântico
3762,Sandy & Júnior,06002,A LENDA,Sertanejo (dupla presumida)
3763,Sandy & Júnior,04387,APRENDER A AMAR,Sertanejo (dupla presumida)
3764,Sandy & Júnior,04347,AS QUATRO ESTAÇÕES,Sertanejo (dupla presumida)
3765,Sandy & Júnior,30123,BEIJO É BOM,Sertanejo (dupla presumida)
3766,Sandy & Júnior,06124,COM VOCÊ,Sertanejo (dupla presumida)
3767,Sandy & Júnior,06690,DESPERDIÇOU,Sertanejo (dupla presumida)
3768,Sandy & Júnior,01047,DIG-DIG-JOY,Sertanejo (dupla presumida)
3769,Sandy & Júnior,06176,ENROSCA,Sertanejo (dupla presumida)
3770,Sandy & Júnior,04077,ERA UMA VEZ,Sertanejo (dupla presumida)
3771,Sandy & Júnior,33514,EU ACHO QUE PIREI,Sertanejo (dupla presumida)
3772,Sandy & Júnior,04317,IMORTAL,Sertanejo (dupla presumida)
3773,Sandy & Júnior,30164,INESQUECÍVEL,Sertanejo (dupla presumida)
3774,Sandy & Júnior,30025,LOVE NEVER FAILS,Sertanejo (dupla presumida)
3775,Sandy & Júnior,03370,MARIA CHIQUINHA,Sertanejo (dupla presumida)
3776,Sandy & Júnior,04488,OLHA O QUE O AMOR ME FAZ,Sertanejo (dupla presumida)
3777,Sandy & Júnior,33697,OUTDOOR,Sertanejo (dupla presumida)
3778,Sandy & Júnior,30553,PRIMEIRO AMOR,Sertanejo (dupla presumida)
3779,Sandy & Júnior,33534,VAI TER QUE REBOLAR,Sertanejo (dupla presumida)
3780,Sandy & Júnior,15138,VAMOS CONSTRUIR,Sertanejo (dupla presumida)
3781,Sandy & Júnior,06398,VAMO PULA,Sertanejo (dupla presumida)
3782,Sandy & Júnior part. Enrique Iglesias,04420,YOU’RE MY # 1,Sertanejo (dupla presumida)
3783,Sandy ft. ANAVITÓRIA,30995,PRA ME REFAZER,Desconhecido
3784,Sandy part. Tiago Iorc,30014,ME ESPERA,Desconhecido
3785,Sarah Farias,30996,SOBREVIVI,Desconhecido
3786,Saulo Fernandes,15427,RAIZ DE TODO BEM,Desconhecido
3787,Scalene,33133,DANSE MACABRE,Desconhecido
3788,Scalene,33322,SURREAL,Desconhecido
3789,Secos & Molhados,33446,O PATRÃO NOSSO DE CADA DIA,Sertanejo (dupla presumida)
3790,Secos & Molhados,03193,O VIRA,Sertanejo (dupla presumida)
3791,Secos e Molhados,07364,FLORES ASTRAIS,Sertanejo (dupla presumida)
3792,Sempre Livre,03424,EU SOU FREE,Desconhecido
3793,Sepultura,30016,ROOTS BLOODY ROOTS,Desconhecido
3794,Sérgio Reis,03694,BOIADEIRO ERRANTE,Desconhecido
3795,Sérgio Reis,04184,CHALANA,Desconhecido
3796,Sérgio Reis,03557,CHICO MINEIRO,Desconhecido
3797,Sérgio Reis,33834,COMITIVA ESPERANÇA,Desconhecido
3798,Sérgio Reis,03055,CORAÇÃO DE PAPEL,Desconhecido
3799,Sérgio Reis,04477,FILHO ADOTIVO,Desconhecido
3800,Sérgio Reis,03632,O MENINO DA PORTEIRA,Desconhecido
3801,Sérgio Reis,03589,PANELA VELHA,Desconhecido
3802,Sérgio Reis,04331,PINGA NI MIM,Desconhecido
3803,Sérgio Reis,33616,RIO DE LÁGRIMAS (RIO DE PIRACICABA),Desconhecido
3804,Sérgio Reis,33740,TODAS AS MANHÃS,Desconhecido
3805,Sérgio Reis,09900,TRISTE BERRANTE,Desconhecido
3806,Sérgio Reis,30928,LEMBRANÇA,Desconhecido
3807,Seu Jorge,15043,ALMA DE GUERREIRO,Desconhecido
3808,Seu Jorge,02842,AMIGA DA MINHA MULHER,Desconhecido
3809,Seu Jorge,09624,BURGUESINHA,Desconhecido
3810,Seu Jorge,07315,CAROLINA,Desconhecido
3811,Seu Jorge,33839,FELICIDADE,Desconhecido
3812,Seu Jorge,09482,MINA DO CONDOMÍNIO,Desconhecido
3813,Seu Jorge,09345,TIVE RAZÃO,Desconhecido
3814,Seu Jorge,33246,ZÉ DO CAROÇO,Desconhecido
3815,Sidney Magal,30350,ME CHAMA QUE EU VOU,Desconhecido
3816,Sidney Magal,33474,O MEU SANGUE FERVE POR VOCÊ,Desconhecido
3817,Sidney Magal,04295,SANDRA ROSA MADALENA A CIGANA,Desconhecido
3818,Sidney Magal,33870,AMANTE LATINO,Desconhecido
3819,Silva e Anitta,30624,FICA TUDO BEM,Pop/Funk BR
3820,Silvano Salles,15095,TANTINHO,Desconhecido
3821,Simone,33626,ALMA,Desconhecido
3822,Simone,06774,ENTÃO É NATAL,Desconhecido
3823,Simone,06227,O AMANHÃ,Desconhecido
3824,Simone,09879,SEPARAÇÃO,Desconhecido
3825,Simone e Simaria,33947,126 CABIDES,Sertanejo
3826,Simone e Simaria,30266,CHORA BOY,Sertanejo
3827,Simone e Simaria,30009,DÚVIDO VOCÊ NÃO TOMAR UMA,Sertanejo
3828,Simone e Simaria,33679,MENTIRA ESTAMPADA NA CARA,Sertanejo
3829,Simone e Simaria,33439,MEU VIOLÃO E O NOSSO CACHORRO,Sertanejo
3830,Simone e Simaria,33620,QUANDO O MEL É BOM,Sertanejo
3831,Simone e Simaria,30211,QUEM ME VIU MENTIU,Sertanejo
3832,Simone e Simaria,33983,REGIME FECHADO,Sertanejo
3833,Simone e Simaria,30681,UM EM UM MILHÃO,Sertanejo
3834,Simone e Simaria,31020,FOI PA PUM,Sertanejo
3835,Simone e Simaria,31068,AMORECO,Sertanejo
3836,Simone e Simaria,30771,TE CONHEÇO SÓ DE OLHAR NA SUA CARA,Sertanejo
3837,Simone e Simaria part. Alok,30652,PAGA DE SOLTEIRO FELIZ,Sertanejo
3838,Simone e Simaria part. Anitta,30114,LOKA,Sertanejo
3839,Simone e Simaria part. Gabriel Diniz,33906,SÓ DÁ NÓS DOIS,Sertanejo
3840,Simone e Simaria part. Jorge e Mateus,33951,AMOR MAL RESOLVIDO,Sertanejo
3841,Simone e Simaria part. Ludmilla,30713,QUALIDADE DE VIDA,Sertanejo
3842,Simone e Simaria part. Wesley Safadão,33614,NÃO VOU MAIS ATRÁS DE VOCÊ,Sertanejo
3843,Skank,06006,BALADA DO AMOR INABALÁVEL,Rock BR
3844,Skank,06609,DOIS RIOS,Rock BR
3845,Skank,03658,É PROIBIDO FUMAR,Rock BR
3846,Skank,03659,É UMA PARTIDA DE FUTEBOL,Rock BR
3847,Skank,15658,ELA ME DEIXOU,Rock BR
3848,Skank,03077,ESMOLA,Rock BR
3849,Skank,33663,ESQUECIMENTO,Rock BR
3850,Skank,03472,GAROTA NACIONAL,Rock BR
3851,Skank,03119,JACKIE TEQUILA,Rock BR
3852,Skank,07638,MIL ACASOS,Rock BR
3853,Skank,03379,PACATO CIDADÃO,Rock BR
3854,Skank,04011,RESPOSTA,Rock BR
3855,Skank,04132,SAIDEIRA,Rock BR
3856,Skank,01235,SUTILMENTE,Rock BR
3857,Skank,03595,TÃO SEU,Rock BR
3858,Skank,03393,TE VER,Rock BR
3859,Skank,03600,VAMOS FUGIR,Rock BR
3860,Skank,06202,ACIMA DO SOL,Rock BR
3861,Skank,04459,TRÊS LADOS,Rock BR
3862,Skank,06680,VOU DEIXAR,Rock BR
3863,Skank part. Negra Li,09595,AINDA GOSTO DELA,Rock BR
3864,Só Pra Contrariar,06644,A REDE,Desconhecido
3865,Só Pra Contrariar,03749,DEPOIS DO PRAZER,Desconhecido
3866,Só Pra Contrariar,03081,ESSA TAL LIBERDADE,Desconhecido
3867,Só Pra Contrariar,30518,FINAL FELIZ,Desconhecido
3868,Só Pra Contrariar,04274,INTERFONE,Desconhecido
3869,Só Pra Contrariar,04199,MACHUCA DEMAIS,Desconhecido
3870,Só Pra Contrariar,03806,MINEIRINHO,Desconhecido
3871,Só Pra Contrariar,06576,MINHA FANTASIA,Desconhecido
3872,Só Pra Contrariar,03961,MINHA METADE,Desconhecido
3873,Só Pra Contrariar,03531,"O AMOR, VOCÊ E EU",Desconhecido
3874,Só Pra Contrariar,03322,OUTDOOR / É BOM DEMAIS,Desconhecido
3875,Só Pra Contrariar,04047,PECADO CAPITAL,Desconhecido
3876,Só Pra Contrariar,03232,QUE SE CHAMA O AMOR,Desconhecido
3877,Só Pra Contrariar,04174,SAI DA MINHA ABA,Desconhecido
3878,Só Pra Contrariar,03816,TÁ POR FORA,Desconhecido
3879,Só Pra Contrariar,03392,TÃO SÓ,Desconhecido
3880,Só Pra Contrariar,03546,TRIBUTO AOS MAMONAS,Desconhecido
3881,Só Pra Contrariar,06039,VOCÊ VIROU SAUDADE,Desconhecido
3882,Só Pra Contrariar,03604,AMOR VERDADEIRO,Desconhecido
3883,Só Pra Contrariar,03066,DÓI DEMAIS,Desconhecido
3884,Só Pra Contrariar,03178,NOSSO SONHO NÃO É ILUSÃO,Desconhecido
3885,Só Preto Sem Preconceito,33387,NÃO TÃO MENOS SEMELHANTE,Desconhecido
3886,Só Preto Sem Preconceito,33395,OUTRA VIAGEM,Desconhecido
3887,Solange Almeida,30506,COZIDO DA PATROA,Desconhecido
3888,Solange Almeida,30867,ME FAÇA O FAVOR,Desconhecido
3889,Solange Almeida part. Wesley Safadão,30408,SE É PRA GENTE FICAR,Forró/Piseiro
3890,Soraya Moraes,33523,QUÃO GRANDE É O MEU DEUS,Desconhecido
3891,Sorriso Maroto,33062,AMANHÃ,Samba/Pagode
3892,Sorriso Maroto,02783,ASSIM VOCÊ MATA O PAPAI,Samba/Pagode
3893,Sorriso Maroto,33366,BRIGAS POR NADA,Samba/Pagode
3894,Sorriso Maroto,02685,CLICHÊ,Samba/Pagode
3895,Sorriso Maroto,30010,DEPENDENTE,Samba/Pagode
3896,Sorriso Maroto,30076,DISFARÇA,Samba/Pagode
3897,Sorriso Maroto,30077,ENGANO,Samba/Pagode
3898,Sorriso Maroto,33909,FAZ ASSIM,Samba/Pagode
3899,Sorriso Maroto,09682,FICA COMBINADO ASSIM,Samba/Pagode
3900,Sorriso Maroto,07972,FUTURO PROMETIDO,Samba/Pagode
3901,Sorriso Maroto,33208,INSTIGANTE,Samba/Pagode
3902,Sorriso Maroto,33782,LUA DE MEL,Samba/Pagode
3903,Sorriso Maroto,30079,NÃO TEM PERDÃO,Samba/Pagode
3904,Sorriso Maroto,15677,SINAIS,Samba/Pagode
3905,Sorriso Maroto,33367,TÁ BOM AHAM,Samba/Pagode
3906,Sorriso Maroto,15279,VAI E CHORA,Samba/Pagode
3907,Sorriso Maroto & Jorge e Mateus,15462,GUERRA FRIA,Sertanejo
3908,Sorriso Maroto part. Brian McKnigh,15380,MAIS FÁCIL (EASIER),Samba/Pagode
3909,Soweto,33408,ANTES DE DIZER ADEUS,Desconhecido
3910,Soweto,30029,BÚZIOS E TARÔ,Desconhecido
3911,Soweto,03995,DERÊ,Desconhecido
3912,Soweto,03923,MOMENTOS,Desconhecido
3913,Soweto,04166,NÃO FOI À TOA,Desconhecido
3914,Soweto,30569,TEMPO DE APRENDER,Desconhecido
3915,Soweto,33388,VENTO DOS AREAIS,Desconhecido
3916,Soweto,03971,REFÉM DO CORAÇÃO,Desconhecido
3917,Soweto,04272,FAROL DAS ESTRELAS,Desconhecido
3918,Spártaco  part. Cristiano Araújo,33368,DESLUMBRANTE,Desconhecido
3919,Strike,33369,CÉU COMPLETO (ACÚSTICO),Desconhecido
3920,Supercombo,33053,PILOTO AUTOMÁTICO,Desconhecido
3921,Supla,06333,GAROTA DE BERLIM,Desconhecido
3922,Taiguara,06823,HOJE,Desconhecido
3923,Taiguara,03284,UNIVERSO NO TEU CORPO,Desconhecido
3924,Tânia Mara,07441,SE QUISER,Desconhecido
3925,Tânia Mara,33328,SÓ VEJO VOCÊ,Desconhecido
3926,Tânia Mara e Alexandre Pires,01727,NÃO ME AME,Sertanejo (dupla presumida)
3927,Tarcísio do Acordeon,31021,EU VOU TIRAR VOCÊ DO CABARÉ,Desconhecido
3928,Tarcísio do Acordeon,31022,MEIA NOITE (CÊ TEM MEU WHATSAPP),Desconhecido
3929,Tarcísio do Acordeon,31093,HOJE DÓI,Desconhecido
3930,Tarcísio do Acordeon & Vitor Fernandes,31023,NÊGA,Sertanejo (dupla presumida)
3931,Tarzan,15545,NO MEU CORAÇÃO VOCÊ VAI SEMPRE ESTAR,Desconhecido
3932,Tati Quebra Barraco,30126,BOLADONA,Desconhecido
3933,Tati Zaqui,33402,ÁGUA NA BOCA,Desconhecido
3934,Tati Zaqui,33021,PARARA TIBUM,Desconhecido
3935,Tati Zaqui,33982,REBELDE E ABUSADA,Desconhecido
3936,Tayrone,30997,EDILENE,Brega/Arrocha
3937,Tayrone Cigano,33635,ALÔ PORTEIRO,Brega/Arrocha
3938,Tayrone Cigano,33718,TÁ NA SOFRÊNCIA,Brega/Arrocha
3939,"Tays Reis, MC Biel",31069,ARTIGO 157,Funk/Pop BR
3940,Tchakabum,15291,DANÇA DA MÃOZINHA,Desconhecido
3941,Tchakabum,06213,"TESOURO DE PIRATA (ONDA, ONDA)",Desconhecido
3942,Tchê Garotos,30411,AJOELHA E CHORA,Desconhecido
3943,Tchê Garotos,02801,CACHORRO PERIGOSO,Desconhecido
3944,Tchê Garotos,09359,VEM ME DENGAR,Desconhecido
3945,Teodoro e Sampaio,06804,A GOSTOSONA,Sertanejo (dupla presumida)
3946,Teodoro e Sampaio,30082,ALÔ MULHERADA,Sertanejo (dupla presumida)
3947,Teodoro e Sampaio,06723,AQUI PRA ELA,Sertanejo (dupla presumida)
3948,Teodoro e Sampaio,06773,É MENTIRA DELA,Sertanejo (dupla presumida)
3949,Teodoro e Sampaio,06925,GARANHÃO DA MADRUGADA,Sertanejo (dupla presumida)
3950,Teodoro e Sampaio,06702,MULHER CHORONA,Sertanejo (dupla presumida)
3951,Teodoro e Sampaio,01738,PAIXÃO PROIBIDA,Sertanejo (dupla presumida)
3952,Teodoro e Sampaio,30083,QUEM TEM TEM MEDO,Sertanejo (dupla presumida)
3953,Teodoro e Sampaio,07432,ROELA DO ENO,Sertanejo (dupla presumida)
3954,Teodoro e Sampaio,07237,SE A CASA CAIR,Sertanejo (dupla presumida)
3955,Teodoro e Sampaio,33303,SÓ DOU CARONA PRA QUEM DEU PRA MIM,Sertanejo (dupla presumida)
3956,Teodoro e Sampaio,33533,VESTIDO DE SEDA,Sertanejo (dupla presumida)
3957,Teodoro e Sampaio,30248,VOU BEBER DE NOVO,Sertanejo (dupla presumida)
3958,Teodoro e Sampaio,33808,RÉU APAIXONADO,Sertanejo (dupla presumida)
3959,Terceira Dimensão,30929,CARAMBA QUE BAILE BOM,Desconhecido
3960,Terceira Dimensão,30930,VOU PARA SANTA CATARINA,Desconhecido
3961,Terra Samba,04027,CARRINHO DE MÃO,Desconhecido
3962,Terra Samba,30309,DEUS É BRASILEIRO,Desconhecido
3963,Terra Samba,04003,LIBERAR GERAL,Desconhecido
3964,Tetê Espíndola,03076,ESCRITO NAS ESTRELAS,Desconhecido
3965,Teto ft. Matuê,31094,M4,Desconhecido
3966,Thaeme e Thiago,33373,365 DIAS,Sertanejo (dupla presumida)
3967,Thaeme e Thiago,15003,AI QUE DÓ,Sertanejo (dupla presumida)
3968,Thaeme e Thiago,33422,BEM FEITO,Sertanejo (dupla presumida)
3969,Thaeme e Thiago,15449,CAFAJESTE,Sertanejo (dupla presumida)
3970,Thaeme e Thiago,15648,CDS E LIVROS,Sertanejo (dupla presumida)
3971,Thaeme e Thiago,33113,CÊ GAMA,Sertanejo (dupla presumida)
3972,Thaeme e Thiago,30616,"COM VOCÊS, EU",Sertanejo (dupla presumida)
3973,Thaeme e Thiago,15812,CORAÇÃO APERTADO,Sertanejo (dupla presumida)
3974,Thaeme e Thiago,15220,DESERTO,Sertanejo (dupla presumida)
3975,Thaeme e Thiago,33375,FOI DAQUELE JEITO,Sertanejo (dupla presumida)
3976,Thaeme e Thiago,33786,INSEGUROS,Sertanejo (dupla presumida)
3977,Thaeme e Thiago,30122,NUNCA FOI EX,Sertanejo (dupla presumida)
3978,Thaeme e Thiago,30650,ONDE JÁ SE VIU,Sertanejo (dupla presumida)
3979,Thaeme e Thiago,33376,PERDEU,Sertanejo (dupla presumida)
3980,Thaeme e Thiago,15313,PERTO DE MIM,Sertanejo (dupla presumida)
3981,Thaeme e Thiago,33914,PRA TER VOCÊ AQUI,Sertanejo (dupla presumida)
3982,Thaeme e Thiago,33377,SINTO SAUDADE,Sertanejo (dupla presumida)
3983,Thaeme e Thiago,33379,VOU DAR O NÓ EM VOCÊ,Sertanejo (dupla presumida)
3984,Thaeme e Thiago & Cristiano Araújo,33378,TCHA TCHA TCHA,Sertanejo (dupla presumida)
3985,Thaeme e Thiago & Fernando e Sorocaba,33069,O QUE ACONTECE NA BALADA,Sertanejo (dupla presumida)
3986,Thaeme e Thiago & Gusttavo Lima,33374,E AÍ,Sertanejo
3987,Thaeme e Thiago & Gusttavo Lima,33838,FICA LOUCA,Sertanejo
3988,Thaeme e Thiago & Luan Santana,15299,HOJE NÃO,Sertanejo
3989,Thayná Bitencourt part. Mano Walter,30294,CHIFRE NÃO É ASA,Desconhecido
3990,The Fevers,07918,CÂNDIDA,Desconhecido
3991,The Fevers,30162,HEY GIRL,Desconhecido
3992,The Fevers,06658,MAR DE ROSAS,Desconhecido
3993,The Fevers,02699,SE VOCÊ ME QUISER,Desconhecido
3994,The Fevers,06559,VEM ME AJUDAR (GET ME SOME HELP),Desconhecido
3995,Thiago Brava,15161,360 O ARROCHA DO PODER,Desconhecido
3996,Thiago Brava,33382,LEI DO DESAPEGO,Desconhecido
3997,Thiago Brava,33245,NAMORA BOBO,Desconhecido
3998,Thiago Brava,33551,SABE ESSE CARA,Desconhecido
3999,Thiago Brava ft. Gusttavo Lima,30738,DÁ PREFERÊNCIA PRA MIM,Sertanejo
4000,Thiago Brava Part. Gusttavo Lima,33848,DIM DIM,Sertanejo
4001,Thiago Brava part. Jorge,30313,DONA MARIA,Desconhecido
4002,Thiaguinho,15166,BUQUÊ DE FLORES,Samba/Pagode
4003,Thiaguinho,30495,CANCUN,Samba/Pagode
4004,Thiaguinho,33383,"CARACA, MULEKE",Samba/Pagode
4005,Thiaguinho,15219,DESENCANA,Samba/Pagode
4006,Thiaguinho,33783,"HEY, MUNDO!",Samba/Pagode
4007,Thiaguinho,15311,OUSADIA E ALEGRIA,Samba/Pagode
4008,Thiaguinho,33301,SEM VOCÊ A VIDA É TÃO SEM GRAÇA,Samba/Pagode
4009,Thiaguinho,33384,SIMPLES DESEJO,Samba/Pagode
4010,Thiaguinho,33385,SOU O CARA PRA VOCÊ,Samba/Pagode
4011,Thiaguinho,30577,VAMO QUE VAMO,Samba/Pagode
4012,Thiaguinho part. Mariana Rios,33386,VIVER SEM TI,Samba/Pagode
4013,Thiaguinho part. Rodriguinho,33522,PRA QUE VIVER NESSE MUNDO?,Samba/Pagode
4014,Tiago Iorc,33869,AMEI TE VER,Desconhecido
4015,Tiago Iorc,30102,CHEGA PRA CÁ,Desconhecido
4016,Tiago Iorc,30749,HOJE LEMBREI DO TEU AMOR,Desconhecido
4017,Tião Carreiro & Pardinho,03901,AMARGURADO,Sertanejo (dupla presumida)
4018,Tião Carreiro & Pardinho,30089,OI PAIXÃO,Sertanejo (dupla presumida)
4019,Tião Carreiro & Pardinho,33471,PAGODE EM BRASILIA,Sertanejo (dupla presumida)
4020,Tião Carreiro & Pardinho,33706,PRATO DO DIA,Sertanejo (dupla presumida)
4021,Tião Carreiro & Pardinho,30001,REI DO GADO,Sertanejo (dupla presumida)
4022,Tião Carreiro & Pardinho,02939,TRAVESSIA DO ARAGUAIA,Sertanejo (dupla presumida)
4023,Tiê,33030,A NOITE,Desconhecido
4024,Tiê,30656,PISCAR O OLHO,Desconhecido
4025,Tierry,30130,"CASADO, NAMORANDO, SOLTEIRO",Desconhecido
4026,Tierry,33764,CHORÊNCIA,Desconhecido
4027,Tierry,30998,CRACUDO,Desconhecido
4028,Tierry,30999,EU JÁ PEGUEI COISA PIOR,Desconhecido
4029,Tierry,31001,HACKEARAM-ME,Desconhecido
4030,Tierry,31002,HB20,Desconhecido
4031,Tierry,31003,RITA,Desconhecido
4032,Tierry,31024,AMAVA PORRA NENHUMA,Desconhecido
4033,Tierry ft. Gusttavo Lima,31048,ACERTOU NA MOSCA,Sertanejo
4034,Tigres de Bengala,30812,ELEFANTE BRANCO,Desconhecido
4035,Tihuana,30560,EU VI GNOMOS,Desconhecido
4036,Tihuana,30049,EU VI GNOMOS,Desconhecido
4037,Tihuana,06075,QUE VES,Desconhecido
4038,Tihuana,09348,TROPA DE ELITE,Desconhecido
4039,Tim Maia,03649,AZUL DA COR DO MAR,Desconhecido
4040,Tim Maia,03865,BONS MOMENTOS,Desconhecido
4041,Tim Maia,06365,CORONÉ ANTONIO BENTO,Desconhecido
4042,Tim Maia,03417,DO LEME AO PONTAL,Desconhecido
4043,Tim Maia,03110,GOSTAVA TANTO DE VOCÊ,Desconhecido
4044,Tim Maia,15828,IMUNIZAÇÃO RACIONAL (QUE BELEZA),Desconhecido
4045,Tim Maia,30168,LAMENTO,Desconhecido
4046,Tim Maia,03666,LEVA,Desconhecido
4047,Tim Maia,03528,ME DÊ MOTIVO,Desconhecido
4048,Tim Maia,03170,"NÃO QUERO DINHEIRO, SÓ QUERO AMAR",Desconhecido
4049,Tim Maia,03869,O DESCOBRIDOR DOS SETE MARES,Desconhecido
4050,Tim Maia,06743,PAIXÃO ANTIGA,Desconhecido
4051,Tim Maia,06072,PEDE A ELA,Desconhecido
4052,Tim Maia,03680,PRIMAVERA,Desconhecido
4053,Tim Maia,06153,PUDERA,Desconhecido
4054,Tim Maia,03688,VOCÊ,Desconhecido
4055,Tim Maia,30476,"VOCÊ E EU, EU E VOCÊ",Desconhecido
4056,Tim Maia,07497,AMIGO VERDADEIRO,Desconhecido
4057,Tim Maia,06769,CHOCOLATE,Desconhecido
4058,Tim Maia,33817,O QUE ME IMPORTA,Desconhecido
4059,Tim Maia,09331,RÉU CONFESSO,Desconhecido
4060,Tim Maia,06356,SOSSEGO,Desconhecido
4061,Tim Maia,04298,TELEFONE,Desconhecido
4062,Tim Maia,04137,VALE TUDO,Desconhecido
4063,Tim Maia e Gal Costa,03280,UM DIA DE DOMINGO,MPB/Romântico
4064,Timbalada,03456,BEIJA-FLÔR,Desconhecido
4065,Titãs,06243,A MELHOR BANDA DE TODOS OS TEMPOS DA ÚLTIMA SEMANA,Rock BR
4066,Titãs,33487,BICHOS ESCROTOS,Rock BR
4067,Titãs,04033,É PRECISO SABER VIVER,Rock BR
4068,Titãs,06654,ENQUANTO HOUVER SOL,Rock BR
4069,Titãs,06330,EPITÁFIO,Rock BR
4070,Titãs,06220,FLORES,Rock BR
4071,Titãs,06537,ISSO,Rock BR
4072,Titãs,04279,MARVIN,Rock BR
4073,Titãs,06788,OS CEGOS DO CASTELO,Rock BR
4074,Titãs,03679,POLÍCIA,Rock BR
4075,Titãs,01227,PORQUE EU SEI QUE É AMOR,Rock BR
4076,Titãs,03809,PRA DIZER ADEUS,Rock BR
4077,Titãs,03774,SONÍFERA ILHA,Rock BR
4078,Tom Jobim,07048,ÁGUA DE BEBER,Desconhecido
4079,Tom Jobim,03745,CHEGA DE SAUDADE,Desconhecido
4080,Tom Jobim,03838,DESAFINADO,Desconhecido
4081,Tom Jobim,03109,GAROTA DE IPANEMA,Desconhecido
4082,Tom Jobim,03329,LUÍZA,Desconhecido
4083,Tom Jobim,33282,PELA LUZ DOS OLHOS TEUS,Desconhecido
4084,Tom Jobim,03974,SAMBA DE UMA NOTA SÓ,Desconhecido
4085,Tom Jobim,03298,WAVE,Desconhecido
4086,Tom Jobim,30931,INSENSATEZ,Desconhecido
4087,Tom Jobim,04191,EU SEI QUE VOU TE AMAR,Desconhecido
4088,Tom Jobim & Vinícius de Morais,30868,SE TODOS FOSSEM IGUAIS A VOCÊ,Sertanejo (dupla presumida)
4089,Tom Jobim e Vinícius de Moraes,30648,O MORRO NÃO TEM VEZ,Sertanejo (dupla presumida)
4090,Tom Jobim e Vinícius de Moraes,01840,SEI LÁ (A VIDA TEM SEMPRE RAZÃO),Sertanejo (dupla presumida)
4091,"Tom Jobim, João Gilberto, Astrud e Getz",06011,CORCOVADO,Sertanejo (dupla presumida)
4092,Toni Garrido,01013,ME LIBERTEI,Desconhecido
4093,Toni Garrido,33320,SOU VOCÊ,Desconhecido
4094,Tonico & Tinoco,30942,CABOCLA TEREZA,Sertanejo (dupla presumida)
4095,Tonico e Tinoco,30127,CANOEIRO,Sertanejo (dupla presumida)
4096,Tonico e Tinoco,04483,MORENINHA LINDA,Sertanejo (dupla presumida)
4097,Toquinho,01054,O CADERNO,MPB/Romântico
4098,Toquinho,03406,AQUARELA,MPB/Romântico
4099,Toquinho e Vinicius de Moraes,01544,CANTO DE OSSANHA,MPB/Romântico
4100,Toquinho e Vinicius de Moraes,06236,REGRA TRÊS,MPB/Romântico
4101,Toquinho e Vinicius de Moraes,03266,TARDE EM ITAPOÃ,MPB/Romântico
4102,Toy Story,30813,AMIGO ESTOU AQUI,Desconhecido
4103,Trazendo a Arca,02958,SOBRE AS AGUAS,Desconhecido
4104,Trem da Alegria,07526,DONA FELICIDADE,Desconhecido
4105,Trem da Alegria,02689,HE-MAN,Desconhecido
4106,Trem da Alegria,30165,IÔ-IÔ,Desconhecido
4107,Trem da Alegria,03283,"UNI, DUNI, TÊ",Desconhecido
4108,Trem da Alegria,07544,PIUÍ ABACAXI,Desconhecido
4109,Trem da Alegria,30932,PRA VER SE COLA,Desconhecido
4110,Tribalistas,30688,ALIANÇA,Desconhecido
4111,Tribalistas,30310,DIÁSPORA,Desconhecido
4112,Tribalistas,06495,JÁ SEI NAMORAR,Desconhecido
4113,Tribalistas,06668,PASSE EM CASA,Desconhecido
4114,Tribalistas,06558,VELHA INFÂNCIA,Desconhecido
4115,Tribo da Periferia,30111,INFINITO DO ESPELHO,Desconhecido
4116,Tribo da Periferia,30547,PERDIDOS EM NÁRNIA,Desconhecido
4117,Tribo da Periferia,30869,ELA TÁ VIRADA,Desconhecido
